week;day_index;workout_name;exercise_name;target_sets;target_reps;notes
11;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
11;1;Lower (Strength Focus);45° Hyperextension;4;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
11;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
11;1;Lower (Strength Focus);Leg Press Calf Press;4;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
11;1;Lower (Strength Focus);Machine Crunch;3;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
11;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
11;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;4;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
11;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;3;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
11;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
11;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;3;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
11;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
11;2;Pull (Hypertrophy Focus); DB Concentration Curl;3;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
11;3;Push (Hypertrophy Focus);Machine Chest Press;4;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
11;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
11;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;3;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
11;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;3;12-15;Focus on squeezing your lateral delt to move the weight.
11;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
11;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);3;15-20;Focus on squeezing your triceps to move the weight
11;3;Push (Hypertrophy Focus);Ab Wheel Rollout;3;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
11;4;Legs (Hypertrophy Focus);Hack Squat;4;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
11;4;Legs (Hypertrophy Focus);Seated Leg Curl;4;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
11;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
11;4;Legs (Hypertrophy Focus);Leg Extension;3;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
11;4;Legs (Hypertrophy Focus);Machine Hip Adduction;3;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
11;4;Legs (Hypertrophy Focus);Machine Hip Abduction;3;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
11;4;Legs (Hypertrophy Focus);Standing Calf Raise;3;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
12;0;Upper (Strength Focus);45° Incline DB Press;4;6-10;1 second pause at the bottom of each rep while maintaining tension on the pecs
12;0;Upper (Strength Focus);Pec Deck;3;10-12;Focus on bringing your elbows together - not your hands
12;0;Upper (Strength Focus);Dual-Handle Lat Pulldown;3;10-12;Lean back by ~15° and drive your elbows down as you squeeze your shoulder blades together. This should feel like a mix of lats and mid-traps.
12;0;Upper (Strength Focus);High-Cable Lateral Raise;3;10-12;Focus on squeezing your lateral delt to move the weight.
12;0;Upper (Strength Focus);Smith Machine Row;3;6-10;Focus on squeezing your shoulder blades together, keeping your elbows at a ~45° angle
12;0;Upper (Strength Focus);Overhead Cable Triceps Extension (Bar);3;10-12;Optionally pause for 0.5-1 second in the stretched aspect of each rep
12;0;Upper (Strength Focus);Bayesian Cable Curl;3;10-12;If you have a left-right bicep size imbalance, do these 1 arm at a time, starting with the weaker arm. Take the weaker arm to the listed RPE. Then match the reps with the other arm (stop once you've matched the reps, even if the RPE is lower). If you don't have a size imbalance, do these both arms at the same time.
12;1;Lower (Strength Focus);Lying Leg Curl;3;10-12;Set the machine so that you get the biggest stretch possible at the bottom. Prevent your butt from popping up as you curl. 
12;1;Lower (Strength Focus);Smith Machine Static Lunge w/ Elevated Front Foot;3;6-10;Elevate your front foot on a small box. Minimize contribution from your back leg.
12;1;Lower (Strength Focus);45° Hyperextension;4;6-10;Squeeze your glutes hard at the top of each rep. Slow controlled reps on the way down, followed by an explosive positive.
12;1;Lower (Strength Focus);Leg Extension;3;10-12;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
12;1;Lower (Strength Focus);Leg Press Calf Press;4;6-10;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
12;1;Lower (Strength Focus);Machine Crunch;3;10-12;Round your lower back as you crunch. Maintain a mind-muscle connection with your 6-pack.
12;2;Pull (Hypertrophy Focus);Lean-Back Lat Pulldown;3;10-12;Initiate the pulldown with a straight up posture. As you pull the bar down, lean back by about 15-30° to get the mid-back more involved. Softly touch the bar to your chest on every rep and, even though you're leaning back, still control the weight!
12;2;Pull (Hypertrophy Focus);Chest-Supported T-Bar Row;4;10-12;Flare elbows out at roughly 45° and squeeze your shoulder blades together hard at the top of each rep.
12;2;Pull (Hypertrophy Focus);Dual-Handle Elbows-Out Cable Row;3;12-15;Flare your elbows out ~45°. Smooth, controlled reps.
12;2;Pull (Hypertrophy Focus);1-Arm 45° Cable Rear Delt Flye;3;12-15;Pause for 1-2 seconds in the squeeze of each rep. Contract the rear delts hard!
12;2;Pull (Hypertrophy Focus);Cable Paused Shrug-In;3;12-15;"Shrug up and in. Think about shrugging ""up to your ears."" 1-2 second pause in the squeeze (at the top) of each rep, then another 1-2 second pause in the stretch (at the bottom) of each rep."
12;2;Pull (Hypertrophy Focus);Cable Rope Hammer Curl;3;12-15;Squeeze the rope hard as you curl the weight up. Smooth, controlled reps.
12;2;Pull (Hypertrophy Focus); DB Concentration Curl;3;15-20;Smooth, controlled reps. Mind-muscle connection with the biceps.
12;3;Push (Hypertrophy Focus);Machine Chest Press;4;10-12;1 second pause at the bottom of each rep while maintaining tension on the pecs
12;3;Push (Hypertrophy Focus);Seated DB Shoulder Press;3;10-12;Ensure that your elbows break at least 90°. Mind-muscle connection with your delts. Smooth, controlled reps.
12;3;Push (Hypertrophy Focus);Bottom-Half Seated Cable Flye;3;12-15;All reps and sets are to be performed in the bottom half of the ROM. Focus on feeling a deep stretch in your pecs at the bottom of each rep.
12;3;Push (Hypertrophy Focus);High-Cable Lateral Raise;3;12-15;Focus on squeezing your lateral delt to move the weight.
12;3;Push (Hypertrophy Focus);EZ-Bar Skull Crusher;3;12-15;Optionally pause for 0.5-1 second in the stretched aspect of each rep
12;3;Push (Hypertrophy Focus);Triceps Pressdown (Bar);3;15-20;Focus on squeezing your triceps to move the weight
12;3;Push (Hypertrophy Focus);Ab Wheel Rollout;3;12-15;Don't just bend at your hips, use your abs to lower yourself down under control and pull yourself back up. If you don't have the core strength to get all the way extended at the bottom, try to progressively increase the ROM week to week.
12;4;Legs (Hypertrophy Focus);Hack Squat;4;10-12;Use a controlled negative (don't free fall) and then explode on the positive.
12;4;Legs (Hypertrophy Focus);Seated Leg Curl;4;12-15;Lean forward over the machine to get a maximum stretch in your hamstrings.
12;4;Legs (Hypertrophy Focus);Walking Lunge;2;10-12;Take medium strides. Minimize contribution from the back leg
12;4;Legs (Hypertrophy Focus);Leg Extension;3;12-15;Set the seat back as far as it will go while still feeling comfortable. Grab the handles as hard as you can to pull your butt down into the seat. Use a 2-3 second negative. Feel your quads pulling apart on the negative.
12;4;Legs (Hypertrophy Focus);Machine Hip Adduction;3;12-15;Mind-muscle connection with your inner thighs. These are great for adding thigh mass from the front! Push them hard!
12;4;Legs (Hypertrophy Focus);Machine Hip Abduction;3;12-15;If possible, use pads to increase the range of motion on the machine. Lean forward and grab onto the machine rails to stretch the glutes further.
12;4;Legs (Hypertrophy Focus);Standing Calf Raise;3;12-15;1-2 second pause at the bottom of each rep. Instead of just going up onto your toes, think about rolling your ankle back and forth on the balls of your feet.
